"","X.1","id_manz","P","D","L","X","Y","X1_FR_A","X2_FR_A","YearLastAFII","ageAP","nbSpray","nbSprayI","nbSprayII","nbPos","DenH","InspH","PosInspH","RocH","PosRocH","Total","nbDen","nbInsp","nbInspProg","nbInspPos","nbRoc","nbRocProg","nbRocPos","IIspray","Unspray","ManzPos2012","ManzPosPre2012","ManzVigPre2012","NextManzPosPre2012","codeLoc","focus","Den1","DenPredicted","LogDenPredicted"
"1134",2857,"200-8",1,8,"12",231236.108623917,8180430.57419267,6,7,7,5,12,12,12,8,0,0,0,0,0,12,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.12",TRUE,FALSE,0.0282907293150566,3.56522111404137
"1135",2858,"2008-13",1,13,"51",233875.726514462,8183126.36326712,7,8,8,4,25,25,21,12,0,0,0,0,0,26,0,0,0,0,0,0,0,8,1,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE,0.0537633139507561,2.92316394123788
"1136",2860,"2009-13",1,13,"51",233977.03239215,8183194.03448655,NA,8,8,4,15,14,8,8,0,0,0,0,0,20,0,0,0,0,0,0,0,8,5,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE,0.0719784639648551,2.63138831630811
"1137",2863,"2010-13",1,13,"51",234021.633738389,8183254.938791,7,8,8,4,13,12,6,5,0,0,0,0,0,18,0,0,0,0,0,0,0,8,5,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE,0.0562801583442426,2.87741323323169
"1138",2869,"201-13",1,13,"50",234773.223143565,8183166.95424013,7,8,8,4,20,20,15,1,0,0,0,0,0,23,0,0,0,0,0,0,0,8,3,FALSE,FALSE,FALSE,FALSE,"1.13.50",TRUE,FALSE,0.0208995241906972,3.86802888626587
"1139",2870,"201-18",1,18,"7A",224243.446839,8181456.026765,5,5,5,7,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.7A",TRUE,FALSE,0.0330192281953904,3.41066521461583
"1140",2871,"2012-13",1,13,"51",233854.958053962,8183170.91216369,NA,8,8,4,26,24,22,12,0,0,0,0,0,26,0,0,0,0,0,0,0,8,0,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE,0.038821074744273,3.24879201630062
"1141",2872,"201-23",1,23,"15",220430.363397,8178893.34158929,5,6,6,6,6,5,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.23.15",TRUE,FALSE,0.0434152123154626,3.13694538511036
"1142",2873,"201-24",1,24,"5",222742.3149162,8180746.4854566,4,5,5,7,5,4,5,0,0,0,0,1,1,5,0,0,2,0,2,2,1,5,0,FALSE,TRUE,TRUE,TRUE,"1.24.5",TRUE,FALSE,0.114472032002857,2.16742474780844
"1143",2877,"2013-13",1,13,"51",233731.007584,8183087.75167888,NA,NA,NA,NA,30,30,23,13,1,3,1,0,0,34,1,4,7,2,0,0,0,NA,4,FALSE,TRUE,TRUE,TRUE,"1.13.51",TRUE,TRUE,0.0382944052229928,3.26245147119458
"1144",2878,"2014-13",1,13,"51",233658.928992524,8183006.86963138,7,8,8,4,19,19,12,5,0,0,0,0,0,21,0,0,0,0,0,0,0,8,2,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE,0.0380067948334117,3.26999032383503
"1145",2879,"2015-13",1,13,"51",233616.329567,8182980.14309861,7,8,8,4,13,12,4,1,0,0,0,0,0,18,0,0,0,0,0,0,0,8,5,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE,0.0280289336516065,3.57451795763982
"1146",2880,"2016-13",1,13,"51",233573.17265385,8182953.549661,7,8,8,4,17,17,8,4,0,0,0,0,0,20,0,0,0,0,0,0,0,8,3,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE,0.0395310452276808,3.2306689606449
"1147",2881,"201-7",1,7,"14",226364.601523143,8180642.63817529,3,NA,4,8,6,6,5,1,0,0,0,0,0,7,0,0,0,0,0,0,0,4,1,FALSE,FALSE,FALSE,FALSE,"1.7.14",TRUE,FALSE,0.0598130617160783,2.81653121853067
"1148",2882,"2017-13",1,13,"51",233532.531880421,8182928.23173289,7,8,8,4,17,17,9,0,0,0,0,0,0,19,0,0,0,0,0,0,0,8,2,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE,0.010392483726916,4.56667245268754
"1149",2883,"20-18",1,18,"1",223536.346452167,8180919.1697305,4,5,5,7,6,6,5,3,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.1",TRUE,FALSE,0.0544712229629973,2.91008273579165
"1150",2884,"201-8",1,8,"12",231152.3925945,8180382.44445925,6,7,7,5,4,4,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.12",TRUE,FALSE,0.0196493554306028,3.92971074371873
"1151",2885,"2018-13",1,13,"51",233493.401363474,8182896.37290268,7,8,8,4,16,16,9,2,0,0,0,0,0,19,0,0,0,0,0,0,0,8,3,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE,0.0279290695060631,3.57808721479437
"1152",2887,"2019-13",1,13,"51",233446.734928357,8182875.69543443,7,8,8,4,13,12,12,1,0,0,0,0,0,14,0,0,0,0,0,0,0,8,1,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE,0.0131962847107468,4.32781995031454
"1153",2888,"2020-13",1,13,"51",233402.580939706,8182849.15560382,7,8,8,4,17,17,15,9,0,0,0,0,0,17,0,0,0,0,0,0,0,8,0,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE,0.031802819759439,3.44820032144664
"1154",2892,"2021-13",1,13,"51",233363.209710231,8182823.01441977,7,8,8,4,13,13,10,6,0,0,0,0,0,13,0,0,0,0,0,0,0,8,0,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE,0.0238241283743459,3.73705641460865
"1155",2893,"202-13",1,13,"50",234872.946898682,8183221.49891836,7,8,8,4,20,20,16,0,0,0,0,0,0,22,0,0,0,0,0,0,0,8,2,FALSE,FALSE,FALSE,FALSE,"1.13.50",TRUE,FALSE,0.010315676940325,4.57409050782361
"1156",2894,"202-18",1,18,"7A",224204.967628,8181567.532131,5,5,5,7,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.7A",TRUE,FALSE,0.0330192281953904,3.41066521461583
"1157",2895,"2022-13",1,13,"51",233320.909449706,8182793.30827394,7,8,8,4,15,15,8,0,0,0,0,0,0,17,0,0,0,0,0,0,0,8,2,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE,0.0104507588935336,4.56108068181735
"1158",2896,"202-23",1,23,"15",220475.253928692,8178918.76139854,5,6,6,6,12,11,11,1,0,0,0,0,0,13,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.23.15",TRUE,FALSE,0.0635454818674523,2.75599937958688
"1159",2897,"202-24",1,24,"5",222708.080156429,8180722.57979814,4,5,5,7,11,11,10,4,0,0,0,1,0,14,0,0,0,0,1,1,0,5,3,FALSE,FALSE,TRUE,FALSE,"1.24.5",TRUE,FALSE,0.194748073084439,1.63604848858349
"1160",2898,"202-25",1,25,"5",230626.750914818,8179693.39591236,5,6,6,6,10,9,9,0,0,0,0,1,0,11,0,0,0,0,1,1,0,6,1,FALSE,FALSE,TRUE,FALSE,"1.25.5",TRUE,FALSE,0.00802819171127007,4.82479596800556
"1161",2899,"20-23",1,23,"1",218485.5170056,8182405.238979,5,6,6,6,5,5,4,2,0,1,0,0,0,5,0,1,2,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.23.1",TRUE,FALSE,0.0756412322836369,2.58175374389628
"1162",2901,"2023-13",1,13,"52",234587.0694896,8183721.4754411,7,8,8,4,5,5,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,8,5,FALSE,FALSE,FALSE,FALSE,"1.13.52",TRUE,FALSE,0.0184293205146321,3.99381237642108
"1163",2903,"2024-13",1,13,"52",234571.7800152,8183753.352209,7,8,8,4,5,5,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,FALSE,FALSE,FALSE,FALSE,"1.13.52",TRUE,FALSE,0.00467089829372741,5.36640387168179
"1164",2904,"20-25",1,25,"1",228786.34823537,8181111.68616493,NA,6,6,6,26,25,23,0,0,0,0,1,0,27,0,0,0,0,1,1,0,6,1,FALSE,FALSE,TRUE,FALSE,"1.25.1",TRUE,FALSE,0.00767427658322437,4.86988124620869
"1165",2905,"2025-13",1,13,"52",234544.555164,8183739.76440617,7,8,8,4,5,5,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,1,FALSE,FALSE,FALSE,FALSE,"1.13.52",TRUE,FALSE,0.00799399987304634,4.82906403457412
"1166",2906,"2026-13",1,13,"52",234510.3255631,8183732.7264698,7,8,8,4,8,6,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,8,2,FALSE,FALSE,FALSE,FALSE,"1.13.52",TRUE,FALSE,0.010727464869177,4.5349480159418
"1167",2907,"202-7",1,7,"14",226429.25622425,8180542.3548705,3,4,4,8,4,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.14",TRUE,FALSE,0.0684324556898385,2.68190806850294
"1168",2908,"2027-13",1,13,"52",234482.107992615,8183715.23507546,7,8,8,4,9,9,8,1,0,0,0,0,0,13,0,0,0,0,0,0,0,8,4,FALSE,FALSE,FALSE,FALSE,"1.13.52",TRUE,FALSE,0.0251030319791393,3.684766644158
"1169",2909,"202-8",1,8,"12",231137.506490786,8180341.34901993,6.14285714285714,7,7,5,14,12,14,9,0,0,0,0,0,14,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.12",TRUE,FALSE,0.0302339370406004,3.49879024246169
"1170",2910,"2028-13",1,13,"52",234420.720095833,8183694.1125855,7,8,8,4,6,4,4,1,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,FALSE,FALSE,FALSE,FALSE,"1.13.52",TRUE,FALSE,0.00843833601656593,4.77497014424708
"1171",2912,"2029-13",1,13,"52",234381.1611455,8183680.16097233,7,8,8,4,6,5,5,2,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,FALSE,FALSE,FALSE,FALSE,"1.13.52",TRUE,FALSE,0.0119680432777986,4.42551524163033
"1172",2917,"2031-13",1,13,"53",233512.377414167,8183071.09860861,8,8,8,4,17,15,10,6,0,0,0,0,0,18,0,0,0,0,0,0,0,8,1,FALSE,FALSE,FALSE,FALSE,"1.13.53",TRUE,FALSE,0.0342933267697832,3.3728044985553
"1173",2918,"203-13",1,13,"50",234968.241253091,8183278.78392236,7,8,8,4,21,18,16,0,0,0,0,0,0,22,0,0,0,0,0,0,0,8,1,FALSE,FALSE,FALSE,FALSE,"1.13.50",TRUE,FALSE,0.00750362380048734,4.89236920173224
"1174",2919,"203-18",1,18,"7A",224191.395927,8181599.35719867,5,5,5,7,3,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.7A",TRUE,FALSE,0.0318526664252975,3.44663418224844
"1175",2920,"2032-13",1,13,"53",233553.059148611,8183043.73579717,8,8,8,4,15,13,11,4,0,0,0,0,0,18,0,0,0,0,0,0,0,8,3,FALSE,FALSE,FALSE,FALSE,"1.13.53",TRUE,FALSE,0.0397353501847608,3.22551405462365
"1176",2921,"203-23",1,23,"15",220507.2920861,8178969.2283402,5,6,6,6,9,8,9,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.23.15",TRUE,FALSE,0.0427114127426123,3.15328911711523
"1177",2922,"203-24",1,24,"5",222616.652259895,8180763.26928932,4,NA,5,7,18,17,17,3,0,0,0,0,0,19,0,0,0,0,0,0,0,5,1,FALSE,FALSE,FALSE,FALSE,"1.24.5",TRUE,FALSE,0.174991093204899,1.74302020232587
"1178",2923,"203-25",1,25,"5",230594.007725167,8179674.74339133,5,6,6,6,5,4,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.25.5",TRUE,FALSE,0.00826170644646417,4.79612412120473
"1179",2925,"2033-13",1,13,"53",233421.959214714,8182952.93237368,8,8,8,4,23,22,16,4,0,0,0,0,0,28,0,0,0,0,0,0,0,8,5,FALSE,FALSE,FALSE,FALSE,"1.13.53",TRUE,FALSE,0.0491373658035108,3.01313551927812
"1180",2926,"2034-13",1,13,"53",233385.394614385,8182984.65062815,8,8,8,4,8,8,6,0,0,0,0,0,0,13,0,0,0,0,0,0,0,8,5,FALSE,FALSE,FALSE,FALSE,"1.13.53",TRUE,FALSE,0.0181968014984123,4.00650944218927
"1181",2927,"2035-13",1,13,"53",233304.802814929,8182923.62526186,8,8,8,4,9,9,7,0,0,0,0,0,0,14,0,0,0,0,0,0,0,8,5,FALSE,FALSE,FALSE,FALSE,"1.13.53",TRUE,FALSE,0.0181308125908278,4.01014243498658
"1182",2928,"2036-13",1,13,"53",233329.967326952,8182886.96962362,8,8,8,4,19,17,16,0,0,0,0,0,0,21,0,0,0,0,0,0,0,8,2,FALSE,FALSE,FALSE,FALSE,"1.13.53",TRUE,FALSE,0.0103400444851378,4.57173110767341
"1183",2929,"203-7",1,7,"14",226406.1857132,8180573.4121288,3,NA,4,8,5,5,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.14",TRUE,FALSE,0.0965474277875509,2.33772091171003
"1184",2930,"2037-13",1,13,"53",233229.43345572,8182811.04421072,8,8,8,4,15,14,7,1,0,0,0,0,0,25,0,0,0,0,0,0,0,8,10,FALSE,FALSE,FALSE,FALSE,"1.13.53",TRUE,FALSE,0.0418087523876702,3.17464957410504
"1185",2931,"203-8",1,8,"13",230681.2418586,8180442.6110886,7,7,7,5,10,9,9,6,0,0,0,0,0,10,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.13",TRUE,FALSE,0.023913673690426,3.73330486270513
"1186",2932,"2038-13",1,13,"53",233192.081142476,8182843.75529495,8,8,8,4,15,14,10,0,0,0,0,0,0,21,0,0,0,0,0,0,0,8,6,FALSE,FALSE,FALSE,FALSE,"1.13.53",TRUE,FALSE,0.0200297585780792,3.91053618239356
"1187",2933,"203-9",1,9,"19",194750.263021333,8182176.36571033,8,9,9,3,6,4,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.19",TRUE,FALSE,0.000688160492320737,7.28148847351301
"1188",2940,"204-13",1,13,"94",232671.038329455,8184118.34443191,8,9,9,3,18,15,17,1,0,0,0,0,0,22,0,0,0,0,0,0,0,9,4,FALSE,FALSE,FALSE,FALSE,"1.13.94",TRUE,FALSE,0.0194437422384918,3.94022999649594
"1189",2941,"204-18",1,18,"7A",224163.413905,8181641.065278,5,5,5,7,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.7A",TRUE,FALSE,0.0330192281953904,3.41066521461583
"1190",2943,"204-23",1,23,"15",220532.8334242,8178942.0584686,5,6,6,6,8,8,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,2,FALSE,FALSE,FALSE,FALSE,"1.23.15",TRUE,FALSE,0.0440864042726865,3.1216038371978
"1191",2944,"204-24",1,24,"5",222662.9455042,8180696.45022067,4,5,5,7,15,15,15,2,0,0,0,0,0,15,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.24.5",TRUE,FALSE,0.163730247269217,1.8095350391064
"1192",2945,"204-25",1,25,"6",230711.039056471,8180297.19013894,5.47058823529412,6,6,6,15,15,13,0,0,0,0,0,0,17,0,0,0,0,0,0,0,6,2,FALSE,FALSE,FALSE,FALSE,"1.25.6",TRUE,FALSE,0.00811930323147258,4.8135109374223
"1193",2951,"204-7",1,7,"14",226391.890549375,8180631.38068881,3,NA,4,8,15,15,15,6,0,0,0,0,0,16,0,0,0,0,0,0,0,4,1,FALSE,FALSE,FALSE,FALSE,"1.7.14",TRUE,FALSE,0.0977738800056095,2.32509781321967
"1194",2952,"204-8",1,8,"13",230717.48384505,8180448.7169804,7,7,7,5,18,17,15,2,0,0,0,0,0,20,0,0,0,0,0,0,0,7,2,FALSE,FALSE,FALSE,FALSE,"1.8.13",TRUE,FALSE,0.0197764669512034,3.92326258597088
"1195",2954,"204-9",1,9,"19",194779.020368286,8182127.06326786,8,9,9,3,7,7,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.19",TRUE,FALSE,0.000683253183653077,7.28864507359421
"1196",2961,"205-13",1,13,"94",232784.086823867,8184176.03915316,NA,9,9,3,32,24,22,0,0,0,0,0,0,45,0,0,0,0,0,0,0,9,13,FALSE,FALSE,FALSE,FALSE,"1.13.94",TRUE,FALSE,0.0374106125594909,3.28580085653826
"1197",2962,"205-18",1,18,"7A",224159.5601565,8181680.065031,5,5,5,7,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.7A",TRUE,FALSE,0.0323319151036595,3.43170045288228
"1198",2964,"205-23",1,23,"15",220571.3659686,8178995.5407946,5,6,6,6,5,3,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.23.15",TRUE,FALSE,0.0417362013356468,3.17638638924534
"1199",2965,"205-24",1,24,"5",222676.593376444,8180639.77706678,4,5,5,7,9,9,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.24.5",TRUE,FALSE,0.111724101544059,2.19172282586818
"1200",2966,"205-25",1,25,"6",230665.3792455,8180265.54955892,5.75,6,6,6,9,8,8,1,0,0,0,0,0,12,0,0,0,0,0,0,0,6,3,FALSE,FALSE,FALSE,FALSE,"1.25.6",TRUE,FALSE,0.0134153607149641,4.31135490653843
"1201",2971,"2056-13",1,13,"54",233911.7088956,8182782.3043154,9,9,9,3,4,3,2,2,1,1,0,0,0,5,1,1,3,0,0,0,0,9,1,FALSE,FALSE,TRUE,FALSE,"1.13.54",TRUE,TRUE,0.0119881408440744,4.42383738084178
"1202",2972,"205-7",1,7,"14",226379.19402875,8180689.4125385,3,4,4,8,3,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,1,FALSE,FALSE,FALSE,FALSE,"1.7.14",TRUE,FALSE,0.0453590377019218,3.09314583447194
"1203",2973,"2057-13",1,13,"54",233875.821708429,8182756.49627114,8,9,9,3,7,7,5,1,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.13.54",TRUE,FALSE,0.00417334106521775,5.47903834929205
"1204",2975,"2058-13",1,13,"54",233856.010531,8182772.954045,9,9,9,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.13.54",TRUE,FALSE,0.00222272218981056,6.10902262265504
"1205",2976,"205-9",1,9,"19",194840.6605589,8182165.3267753,8,9,9,3,10,10,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.19",TRUE,FALSE,0.000671690622496048,7.30571270664041
"1206",2977,"2059-13",1,13,"54",233840.104686,8182754.13990067,9,9,9,3,5,5,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,1,FALSE,FALSE,FALSE,FALSE,"1.13.54",TRUE,FALSE,0.00459185051826826,5.38347217313665
"1207",2978,"2060-13",1,13,"54",233841.826358,8182728.356441,9,9,9,3,3,3,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,1,FALSE,FALSE,FALSE,FALSE,"1.13.54",TRUE,FALSE,0.00467507432264881,5.36551021847506
"1208",2982,"2061-13",1,13,"54",233815.806836571,8182715.92369271,9,9,9,3,6,6,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,1,FALSE,FALSE,FALSE,FALSE,"1.13.54",TRUE,FALSE,0.00455923279536612,5.39060091624113
"1209",2983,"206-13",1,13,"94",232842.640644095,8184150.89393152,8,9,9,3,15,13,10,2,0,0,0,0,0,21,0,0,0,0,0,0,0,9,6,FALSE,FALSE,FALSE,FALSE,"1.13.94",TRUE,FALSE,0.0343998411332528,3.36970333283284
"1210",2984,"2062-13",1,13,"54",233770.2992715,8182739.549005,9,9,9,3,3,3,3,1,0,0,0,0,0,4,0,0,0,0,0,0,0,9,1,FALSE,FALSE,FALSE,FALSE,"1.13.54",TRUE,FALSE,0.00852768927379628,4.76443684822195
"1211",2985,"206-23",1,23,"15",220570.090381444,8179044.76945083,5,6,6,6,16,13,13,0,0,0,0,0,0,18,0,0,0,0,0,0,0,6,2,FALSE,FALSE,FALSE,FALSE,"1.23.15",TRUE,FALSE,0.0428674892435281,3.149641566835
"1212",2986,"206-24",1,24,"5",222689.536990125,8180602.01937175,NA,NA,NA,NA,7,6,6,0,0,0,0,5,0,8,0,0,0,0,5,5,0,NA,1,FALSE,FALSE,TRUE,FALSE,"1.24.5",TRUE,FALSE,0.0382944052229928,3.26245147119458
"1213",2987,"206-25",1,25,"6",230659.097662714,8180315.14399943,6,6,6,6,13,13,11,4,0,0,0,0,0,14,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.25.6",TRUE,FALSE,0.0213504348970481,3.84668316962981
"1214",2989,"2063-13",1,13,"54",233777.190361111,8182698.52300533,9,9,9,3,7,7,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,2,FALSE,FALSE,FALSE,FALSE,"1.13.54",TRUE,FALSE,0.00715412660228529,4.94006594158883
"1215",2993,"206-7",1,7,"14",226356.265932167,8180732.0390435,3,4,4,8,6,5,6,1,0,2,0,0,0,6,0,2,4,0,0,0,0,4,0,FALSE,FALSE,TRUE,FALSE,"1.7.14",TRUE,FALSE,0.0804120366099732,2.52059140492323
"1216",2995,"206-8",1,8,"13",230541.378130062,8180398.25396787,7,7,7,5,15,13,14,4,0,0,0,0,0,16,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.8.13",TRUE,FALSE,0.024173999521145,3.72247762335355
"1217",2997,"206-9",1,9,"19",194805.815298625,8182221.14671388,8,9,9,3,8,7,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.19",TRUE,FALSE,0.000678953666002209,7.29495767131684
"1218",2999,"20-7",1,7,"4",226676.461766667,8179919.420679,3,4,4,8,3,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.4",TRUE,FALSE,0.0691993327308738,2.67076405902243
"1219",3005,"207-13",1,13,"94",232937.171390778,8184165.497269,8,9,9,3,25,23,20,5,0,0,0,0,0,27,0,0,0,0,0,0,0,9,2,FALSE,FALSE,FALSE,FALSE,"1.13.94",TRUE,FALSE,0.0271840581547757,3.60512457475321
"1220",3007,"207-23",1,23,"15",220504.796071,8179087.557988,5,6,6,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.23.15",TRUE,FALSE,0.0441573545156731,3.11999578560866
"1221",3008,"207-24",1,24,"5",222624.8711481,8180587.4722693,4,5,5,7,8,8,8,0,0,1,0,0,0,10,0,1,1,0,0,0,0,5,2,FALSE,FALSE,TRUE,FALSE,"1.24.5",TRUE,FALSE,0.0848055137538652,2.46739471761566
"1222",3009,"207-25",1,25,"6",230597.279069625,8180246.57767725,6,6,6,6,16,16,15,5,0,0,0,1,0,16,0,0,0,0,1,1,0,6,0,FALSE,FALSE,TRUE,FALSE,"1.25.6",TRUE,FALSE,0.0205630032420495,3.88426177697854
"1223",3015,"207-7",1,7,"15",226443.892210286,8180563.75248843,3,4,4,8,7,7,6,3,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.15",TRUE,FALSE,0.0952099808845738,2.35167050145576
"1224",3017,"207-8",1,8,"13",230457.757455697,8180513.95800115,NA,NA,7,5,1,1,1,0,0,0,0,0,0,33,0,0,0,0,0,0,0,7,32,FALSE,FALSE,FALSE,FALSE,"1.8.13",TRUE,FALSE,0.0253852273202406,3.67358787571877
"1225",3021,"20-8",1,8,"4",231867.392183214,8179483.57640529,7,7,7,5,12,12,9,0,0,0,0,0,0,14,0,0,0,0,0,0,0,7,2,FALSE,FALSE,FALSE,FALSE,"1.8.4",TRUE,FALSE,0.00945735443356705,4.66096259321529
"1226",3027,"208-13",1,13,"94",233032.929950727,8184179.50011382,8,9,9,3,16,13,9,0,0,0,0,0,0,22,0,0,0,0,0,0,0,9,6,FALSE,FALSE,FALSE,FALSE,"1.13.94",TRUE,FALSE,0.0178873314383276,4.02366255757778
"1227",3028,"208-23",1,23,"16",220477.348629462,8178817.47552892,NA,6,6,6,11,10,9,0,0,0,0,0,0,13,0,0,0,0,0,0,0,6,2,FALSE,FALSE,FALSE,FALSE,"1.23.16",TRUE,FALSE,0.043544535476538,3.13397106055909
"1228",3029,"208-24",1,24,"5",222629.710883111,8180632.97985122,4,5,5,7,9,9,8,0,0,2,2,3,1,9,0,2,5,2,3,4,1,5,0,FALSE,TRUE,TRUE,TRUE,"1.24.5",TRUE,FALSE,0.111724101544059,2.19172282586818
"1229",3030,"208-25",1,25,"6",230580.20869745,8180314.77064555,6,6,6,6,19,16,17,0,0,0,0,0,0,20,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.25.6",TRUE,FALSE,0.00779267028261705,4.85457169444514
"1230",3032,"208-7",1,7,"15",226429.8162138,8180614.265689,NA,4,4,8,10,9,10,6,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.15",TRUE,FALSE,0.107797491098574,2.22750089444622
"1231",3034,"208-9",1,9,"19",194909.99978025,8182179.67359475,8,9,9,3,4,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.19",TRUE,FALSE,0.000700682681754195,7.26345543852874
"1232",3035,"20-9",1,9,"6",199480.101614923,8174794.380476,8,9,9,3,12,11,12,0,0,0,0,0,0,13,0,0,0,0,0,0,0,9,1,FALSE,FALSE,FALSE,FALSE,"1.9.6",TRUE,FALSE,0.00146730535182074,6.52432765436383
"1233",3039,"209-13",1,13,"94",233132.476881346,8184197.67285319,8,9,9,3,12,12,6,0,0,0,0,0,0,26,0,0,0,0,0,0,0,9,14,FALSE,FALSE,FALSE,FALSE,"1.13.94",TRUE,FALSE,0.0414889101966511,3.18232911163331
"1234",3040,"209-18",1,18,"7A",224053.051768,8181724.6289275,5,5,5,7,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1,FALSE,FALSE,FALSE,FALSE,"1.18.7A",TRUE,FALSE,0.0268996291759427,3.6156427777503
"1235",3041,"209-23",1,23,"16",220544.473806571,8178823.15811586,5,6,6,6,7,7,6,2,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.23.16",TRUE,FALSE,0.074569489792733,2.59602383944081
